TIME_PERIOD,REF_AREA,MEASURE,COUNTRY,MEASURE_CAT,UNIT,SEX,OBS_VALUE
1/1/1982,SWE,Fat supply,Sweden,FTS,Grammes per person per day,Total,122.9
1/1/1982,SWE,Fat supply,Sweden,FTS,Grammes per person per day,Male,122.9
1/1/1982,SWE,Fat supply,Sweden,FTS,Grammes per person per day,Female,122.9
1/1/1982,GBR,Fat supply,United Kingdom,FTS,Grammes per person per day,Total,133.9
1/1/1982,GBR,Fat supply,United Kingdom,FTS,Grammes per person per day,Male,133.9
1/1/1982,GBR,Fat supply,United Kingdom,FTS,Grammes per person per day,Female,133.9
1/1/1982,USA,Fat supply,United States,FTS,Grammes per person per day,Total,131
1/1/1982,USA,Fat supply,United States,FTS,Grammes per person per day,Male,131
1/1/1982,USA,Fat supply,United States,FTS,Grammes per person per day,Female,131
1/1/1982,WLD,Fat supply,World,FTS,Grammes per person per day,Female,88.7
1/1/1982,WLD,Fat supply,World,FTS,Grammes per person per day,Male,88.7
1/1/1982,WLD,Fat supply,World,FTS,Grammes per person per day,Total,88.7
1/1/1982,ARG,Fruits supply,Argentina,FRS,Kilogrammes per person per year,Total,70.1
1/1/1982,ARG,Fruits supply,Argentina,FRS,Kilogrammes per person per year,Male,70.1
1/1/1982,ARG,Fruits supply,Argentina,FRS,Kilogrammes per person per year,Female,70.1
1/1/1982,AUS,Fruits supply,Australia,FRS,Kilogrammes per person per year,Total,80
1/1/1982,AUS,Fruits supply,Australia,FRS,Kilogrammes per person per year,Male,80
1/1/1982,AUS,Fruits supply,Australia,FRS,Kilogrammes per person per year,Female,80
1/1/1982,CHN,Fruits supply,China,FRS,Kilogrammes per person per year,Total,6.4
1/1/1982,CHN,Fruits supply,China,FRS,Kilogrammes per person per year,Male,6.4
1/1/1982,CHN,Fruits supply,China,FRS,Kilogrammes per person per year,Female,6.4
1/1/1982,HRV,Fruits supply,Croatia,FRS,Kilogrammes per person per year,Total,58.8
1/1/1982,HRV,Fruits supply,Croatia,FRS,Kilogrammes per person per year,Male,58.8
1/1/1982,HRV,Fruits supply,Croatia,FRS,Kilogrammes per person per year,Female,58.8
1/1/1982,FIN,Fruits supply,Finland,FRS,Kilogrammes per person per year,Total,80.4
1/1/1982,FIN,Fruits supply,Finland,FRS,Kilogrammes per person per year,Male,80.4
1/1/1982,FIN,Fruits supply,Finland,FRS,Kilogrammes per person per year,Female,80.4
1/1/1982,IND,Fruits supply,India,FRS,Kilogrammes per person per year,Total,25.2
1/1/1982,IND,Fruits supply,India,FRS,Kilogrammes per person per year,Male,25.2
1/1/1982,IND,Fruits supply,India,FRS,Kilogrammes per person per year,Female,25.2
1/1/1982,IDN,Fruits supply,Indonesia,FRS,Kilogrammes per person per year,Total,27.7
1/1/1982,IDN,Fruits supply,Indonesia,FRS,Kilogrammes per person per year,Male,27.7
1/1/1982,IDN,Fruits supply,Indonesia,FRS,Kilogrammes per person per year,Female,27.7
1/1/1982,JPN,Fruits supply,Japan,FRS,Kilogrammes per person per year,Total,55.8
1/1/1982,JPN,Fruits supply,Japan,FRS,Kilogrammes per person per year,Male,55.8
1/1/1982,JPN,Fruits supply,Japan,FRS,Kilogrammes per person per year,Female,55.8
1/1/1982,NLD,Fruits supply,Netherlands,FRS,Kilogrammes per person per year,Total,107.6
1/1/1982,NLD,Fruits supply,Netherlands,FRS,Kilogrammes per person per year,Male,107.6
1/1/1982,NLD,Fruits supply,Netherlands,FRS,Kilogrammes per person per year,Female,107.6
1/1/1982,PER,Fruits supply,Peru,FRS,Kilogrammes per person per year,Total,127.2
1/1/1982,PER,Fruits supply,Peru,FRS,Kilogrammes per person per year,Male,127.2
1/1/1982,PER,Fruits supply,Peru,FRS,Kilogrammes per person per year,Female,127.2
1/1/1982,ROU,Fruits supply,Romania,FRS,Kilogrammes per person per year,Total,62.5
1/1/1982,ROU,Fruits supply,Romania,FRS,Kilogrammes per person per year,Male,62.5
1/1/1982,ROU,Fruits supply,Romania,FRS,Kilogrammes per person per year,Female,62.5
1/1/1982,ZAF,Fruits supply,South Africa,FRS,Kilogrammes per person per year,Total,30.3
1/1/1982,ZAF,Fruits supply,South Africa,FRS,Kilogrammes per person per year,Male,30.3
1/1/1982,ZAF,Fruits supply,South Africa,FRS,Kilogrammes per person per year,Female,30.3
1/1/1982,SWE,Fruits supply,Sweden,FRS,Kilogrammes per person per year,Total,78.8
1/1/1982,SWE,Fruits supply,Sweden,FRS,Kilogrammes per person per year,Male,78.8
1/1/1982,SWE,Fruits supply,Sweden,FRS,Kilogrammes per person per year,Female,78.8
1/1/1982,GBR,Fruits supply,United Kingdom,FRS,Kilogrammes per person per year,Total,60.7
1/1/1982,GBR,Fruits supply,United Kingdom,FRS,Kilogrammes per person per year,Male,60.7
1/1/1982,GBR,Fruits supply,United Kingdom,FRS,Kilogrammes per person per year,Female,60.7
1/1/1982,USA,Fruits supply,United States,FRS,Kilogrammes per person per year,Total,101.7
1/1/1982,USA,Fruits supply,United States,FRS,Kilogrammes per person per year,Male,101.7
1/1/1982,USA,Fruits supply,United States,FRS,Kilogrammes per person per year,Female,101.7
1/1/1982,WLD,Fruits supply,World,FRS,Kilogrammes per person per year,Female,64.88
1/1/1982,WLD,Fruits supply,World,FRS,Kilogrammes per person per year,Male,64.88
1/1/1982,WLD,Fruits supply,World,FRS,Kilogrammes per person per year,Total,64.88
1/1/1982,ARG,Protein supply,Argentina,PRS,Grammes per person per day,Total,100.7
1/1/1982,ARG,Protein supply,Argentina,PRS,Grammes per person per day,Male,100.7
1/1/1982,ARG,Protein supply,Argentina,PRS,Grammes per person per day,Female,100.7
1/1/1982,AUS,Protein supply,Australia,PRS,Grammes per person per day,Total,106.8
1/1/1982,AUS,Protein supply,Australia,PRS,Grammes per person per day,Male,106.8
1/1/1982,AUS,Protein supply,Australia,PRS,Grammes per person per day,Female,106.8
1/1/1982,CHN,Protein supply,China,PRS,Grammes per person per day,Total,57.7
1/1/1982,CHN,Protein supply,China,PRS,Grammes per person per day,Male,57.7
1/1/1982,CHN,Protein supply,China,PRS,Grammes per person per day,Female,57.7
1/1/1982,HRV,Protein supply,Croatia,PRS,Grammes per person per day,Total,59.5
1/1/1982,HRV,Protein supply,Croatia,PRS,Grammes per person per day,Male,59.5
1/1/1982,HRV,Protein supply,Croatia,PRS,Grammes per person per day,Female,59.5
1/1/1982,FIN,Protein supply,Finland,PRS,Grammes per person per day,Total,95.5
1/1/1982,FIN,Protein supply,Finland,PRS,Grammes per person per day,Male,95.5
1/1/1982,FIN,Protein supply,Finland,PRS,Grammes per person per day,Female,95.5
1/1/1982,IND,Protein supply,India,PRS,Grammes per person per day,Total,50.1
1/1/1982,IND,Protein supply,India,PRS,Grammes per person per day,Male,50.1
1/1/1982,IND,Protein supply,India,PRS,Grammes per person per day,Female,50.1
1/1/1982,IDN,Protein supply,Indonesia,PRS,Grammes per person per day,Total,44.5
1/1/1982,IDN,Protein supply,Indonesia,PRS,Grammes per person per day,Male,44.5
1/1/1982,IDN,Protein supply,Indonesia,PRS,Grammes per person per day,Female,44.5
1/1/1982,JPN,Protein supply,Japan,PRS,Grammes per person per day,Total,89.5
1/1/1982,JPN,Protein supply,Japan,PRS,Grammes per person per day,Male,89.5
1/1/1982,JPN,Protein supply,Japan,PRS,Grammes per person per day,Female,89.5
1/1/1982,NLD,Protein supply,Netherlands,PRS,Grammes per person per day,Total,99
1/1/1982,NLD,Protein supply,Netherlands,PRS,Grammes per person per day,Male,99
1/1/1982,NLD,Protein supply,Netherlands,PRS,Grammes per person per day,Female,99
1/1/1982,PER,Protein supply,Peru,PRS,Grammes per person per day,Total,76.5
1/1/1982,PER,Protein supply,Peru,PRS,Grammes per person per day,Male,76.5
1/1/1982,PER,Protein supply,Peru,PRS,Grammes per person per day,Female,76.5
1/1/1982,ROU,Protein supply,Romania,PRS,Grammes per person per day,Total,89.9
1/1/1982,ROU,Protein supply,Romania,PRS,Grammes per person per day,Male,89.9
1/1/1982,ROU,Protein supply,Romania,PRS,Grammes per person per day,Female,89.9
1/1/1982,ZAF,Protein supply,South Africa,PRS,Grammes per person per day,Total,76.4
1/1/1982,ZAF,Protein supply,South Africa,PRS,Grammes per person per day,Male,76.4
1/1/1982,ZAF,Protein supply,South Africa,PRS,Grammes per person per day,Female,76.4
1/1/1982,SWE,Protein supply,Sweden,PRS,Grammes per person per day,Total,96.7
1/1/1982,SWE,Protein supply,Sweden,PRS,Grammes per person per day,Male,96.7
1/1/1982,SWE,Protein supply,Sweden,PRS,Grammes per person per day,Female,96.7
1/1/1982,GBR,Protein supply,United Kingdom,PRS,Grammes per person per day,Total,87.7
1/1/1982,GBR,Protein supply,United Kingdom,PRS,Grammes per person per day,Male,87.7
1/1/1982,GBR,Protein supply,United Kingdom,PRS,Grammes per person per day,Female,87.7
1/1/1982,USA,Protein supply,United States,PRS,Grammes per person per day,Total,99.2
1/1/1982,USA,Protein supply,United States,PRS,Grammes per person per day,Male,99.2
1/1/1982,USA,Protein supply,United States,PRS,Grammes per person per day,Female,99.2
1/1/1982,WLD,Protein supply,World,PRS,Grammes per person per day,Female,81.98
1/1/1982,WLD,Protein supply,World,PRS,Grammes per person per day,Male,81.98
1/1/1982,WLD,Protein supply,World,PRS,Grammes per person per day,Total,81.98
1/1/1982,ARG,Share of population who are obese,Argentina,SP_OBS,Percentage of population,Female,15.7
1/1/1982,ARG,Share of population who are obese,Argentina,SP_OBS,Percentage of population,Male,11.3
1/1/1982,ARG,Share of population who are obese,Argentina,SP_OBS,Percentage of population,Total,13.6
1/1/1982,AUS,Share of population who are obese,Australia,SP_OBS,Percentage of population,Female,9.3
1/1/1982,AUS,Share of population who are obese,Australia,SP_OBS,Percentage of population,Male,8.766666667
1/1/1982,AUS,Share of population who are obese,Australia,SP_OBS,Percentage of population,Total,8.933333333
1/1/1982,CHN,Share of population who are obese,China,SP_OBS,Percentage of population,Female,0.9
1/1/1982,CHN,Share of population who are obese,China,SP_OBS,Percentage of population,Male,0.4
1/1/1982,CHN,Share of population who are obese,China,SP_OBS,Percentage of population,Total,0.6
1/1/1982,HRV,Share of population who are obese,Croatia,SP_OBS,Percentage of population,Female,15.4
1/1/1982,HRV,Share of population who are obese,Croatia,SP_OBS,Percentage of population,Male,8.9
1/1/1982,HRV,Share of population who are obese,Croatia,SP_OBS,Percentage of population,Total,12.3
1/1/1982,FIN,Share of population who are obese,Finland,SP_OBS,Percentage of population,Female,7.4
1/1/1982,FIN,Share of population who are obese,Finland,SP_OBS,Percentage of population,Male,6.9
1/1/1982,FIN,Share of population who are obese,Finland,SP_OBS,Percentage of population,Total,7.2
1/1/1982,IND,Share of population who are obese,India,SP_OBS,Percentage of population,Female,0.7
1/1/1982,IND,Share of population who are obese,India,SP_OBS,Percentage of population,Male,0.3
1/1/1982,IND,Share of population who are obese,India,SP_OBS,Percentage of population,Total,0.5
1/1/1982,IDN,Share of population who are obese,Indonesia,SP_OBS,Percentage of population,Female,1
1/1/1982,IDN,Share of population who are obese,Indonesia,SP_OBS,Percentage of population,Male,0.2
1/1/1982,IDN,Share of population who are obese,Indonesia,SP_OBS,Percentage of population,Total,0.6
1/1/1982,JPN,Share of population who are obese,Japan,SP_OBS,Percentage of population,Female,2.8
1/1/1982,JPN,Share of population who are obese,Japan,SP_OBS,Percentage of population,Male,1
1/1/1982,JPN,Share of population who are obese,Japan,SP_OBS,Percentage of population,Total,2.1
1/1/1982,NLD,Share of population who are obese,Netherlands,SP_OBS,Percentage of population,Female,5.9
1/1/1982,NLD,Share of population who are obese,Netherlands,SP_OBS,Percentage of population,Male,3.5
1/1/1982,NLD,Share of population who are obese,Netherlands,SP_OBS,Percentage of population,Total,4.7
1/1/1982,PER,Share of population who are obese,Peru,SP_OBS,Percentage of population,Female,10.1
1/1/1982,PER,Share of population who are obese,Peru,SP_OBS,Percentage of population,Male,4
1/1/1982,PER,Share of population who are obese,Peru,SP_OBS,Percentage of population,Total,7.1
1/1/1982,ROU,Share of population who are obese,Romania,SP_OBS,Percentage of population,Female,13.2
1/1/1982,ROU,Share of population who are obese,Romania,SP_OBS,Percentage of population,Male,8.2
1/1/1982,ROU,Share of population who are obese,Romania,SP_OBS,Percentage of population,Total,10.8
1/1/1982,ZAF,Share of population who are obese,South Africa,SP_OBS,Percentage of population,Female,17.7
1/1/1982,ZAF,Share of population who are obese,South Africa,SP_OBS,Percentage of population,Male,2.7
1/1/1982,ZAF,Share of population who are obese,South Africa,SP_OBS,Percentage of population,Total,10.3
1/1/1982,SWE,Share of population who are obese,Sweden,SP_OBS,Percentage of population,Female,5.25
1/1/1982,SWE,Share of population who are obese,Sweden,SP_OBS,Percentage of population,Male,4.9625
1/1/1982,SWE,Share of population who are obese,Sweden,SP_OBS,Percentage of population,Total,5.5
1/1/1982,GBR,Share of population who are obese,United Kingdom,SP_OBS,Percentage of population,Female,9.142857143
1/1/1982,GBR,Share of population who are obese,United Kingdom,SP_OBS,Percentage of population,Male,6.571428571
1/1/1982,GBR,Share of population who are obese,United Kingdom,SP_OBS,Percentage of population,Total,7.857142857
1/1/1982,USA,Share of population who are obese,United States,SP_OBS,Percentage of population,Female,19.73846154
1/1/1982,USA,Share of population who are obese,United States,SP_OBS,Percentage of population,Male,15.1
1/1/1982,USA,Share of population who are obese,United States,SP_OBS,Percentage of population,Total,17.52307692
1/1/1982,WLD,Share of population who are obese,World,SP_OBS,Percentage of population,Female,8.948754579
1/1/1982,WLD,Share of population who are obese,World,SP_OBS,Percentage of population,Male,5.520039683
1/1/1982,WLD,Share of population who are obese,World,SP_OBS,Percentage of population,Total,7.307570207
1/1/1982,ARG,Sugar supply,Argentina,SGS,Kilogrammes per person per year,Total,47.2
1/1/1982,ARG,Sugar supply,Argentina,SGS,Kilogrammes per person per year,Male,47.2
1/1/1982,ARG,Sugar supply,Argentina,SGS,Kilogrammes per person per year,Female,47.2
1/1/1982,AUS,Sugar supply,Australia,SGS,Kilogrammes per person per year,Total,53.4
1/1/1982,AUS,Sugar supply,Australia,SGS,Kilogrammes per person per year,Male,53.4
1/1/1982,AUS,Sugar supply,Australia,SGS,Kilogrammes per person per year,Female,53.4
1/1/1982,CHN,Sugar supply,China,SGS,Kilogrammes per person per year,Total,6.3
1/1/1982,CHN,Sugar supply,China,SGS,Kilogrammes per person per year,Male,6.3
1/1/1982,CHN,Sugar supply,China,SGS,Kilogrammes per person per year,Female,6.3
1/1/1982,HRV,Sugar supply,Croatia,SGS,Kilogrammes per person per year,Total,44.9
1/1/1982,HRV,Sugar supply,Croatia,SGS,Kilogrammes per person per year,Male,44.9
1/1/1982,HRV,Sugar supply,Croatia,SGS,Kilogrammes per person per year,Female,44.9
1/1/1982,FIN,Sugar supply,Finland,SGS,Kilogrammes per person per year,Total,36.5
1/1/1982,FIN,Sugar supply,Finland,SGS,Kilogrammes per person per year,Male,36.5
1/1/1982,FIN,Sugar supply,Finland,SGS,Kilogrammes per person per year,Female,36.5
1/1/1982,IND,Sugar supply,India,SGS,Kilogrammes per person per year,Total,19.4
1/1/1982,IND,Sugar supply,India,SGS,Kilogrammes per person per year,Male,19.4
1/1/1982,IND,Sugar supply,India,SGS,Kilogrammes per person per year,Female,19.4
1/1/1982,IDN,Sugar supply,Indonesia,SGS,Kilogrammes per person per year,Total,15.9
1/1/1982,IDN,Sugar supply,Indonesia,SGS,Kilogrammes per person per year,Male,15.9
1/1/1982,IDN,Sugar supply,Indonesia,SGS,Kilogrammes per person per year,Female,15.9
1/1/1982,JPN,Sugar supply,Japan,SGS,Kilogrammes per person per year,Total,33.5
1/1/1982,JPN,Sugar supply,Japan,SGS,Kilogrammes per person per year,Male,33.5
1/1/1982,JPN,Sugar supply,Japan,SGS,Kilogrammes per person per year,Female,33.5
1/1/1982,NLD,Sugar supply,Netherlands,SGS,Kilogrammes per person per year,Total,43.3
1/1/1982,NLD,Sugar supply,Netherlands,SGS,Kilogrammes per person per year,Male,43.3
1/1/1982,NLD,Sugar supply,Netherlands,SGS,Kilogrammes per person per year,Female,43.3
1/1/1982,PER,Sugar supply,Peru,SGS,Kilogrammes per person per year,Total,21.7
1/1/1982,PER,Sugar supply,Peru,SGS,Kilogrammes per person per year,Male,21.7
1/1/1982,PER,Sugar supply,Peru,SGS,Kilogrammes per person per year,Female,21.7
1/1/1982,ROU,Sugar supply,Romania,SGS,Kilogrammes per person per year,Total,27.4
1/1/1982,ROU,Sugar supply,Romania,SGS,Kilogrammes per person per year,Male,27.4
1/1/1982,ROU,Sugar supply,Romania,SGS,Kilogrammes per person per year,Female,27.4
1/1/1982,ZAF,Sugar supply,South Africa,SGS,Kilogrammes per person per year,Total,39.6
1/1/1982,ZAF,Sugar supply,South Africa,SGS,Kilogrammes per person per year,Male,39.6
1/1/1982,ZAF,Sugar supply,South Africa,SGS,Kilogrammes per person per year,Female,39.6
1/1/1982,SWE,Sugar supply,Sweden,SGS,Kilogrammes per person per year,Total,45
1/1/1982,SWE,Sugar supply,Sweden,SGS,Kilogrammes per person per year,Male,45
1/1/1982,SWE,Sugar supply,Sweden,SGS,Kilogrammes per person per year,Female,45
1/1/1982,GBR,Sugar supply,United Kingdom,SGS,Kilogrammes per person per year,Total,46.7
1/1/1982,GBR,Sugar supply,United Kingdom,SGS,Kilogrammes per person per year,Male,46.7
1/1/1982,GBR,Sugar supply,United Kingdom,SGS,Kilogrammes per person per year,Female,46.7
1/1/1982,USA,Sugar supply,United States,SGS,Kilogrammes per person per year,Total,56.4
1/1/1982,USA,Sugar supply,United States,SGS,Kilogrammes per person per year,Male,56.4
1/1/1982,USA,Sugar supply,United States,SGS,Kilogrammes per person per year,Female,56.4
1/1/1982,WLD,Sugar supply,World,SGS,Kilogrammes per person per year,Female,35.81333333
1/1/1982,WLD,Sugar supply,World,SGS,Kilogrammes per person per year,Male,35.81333333
1/1/1982,WLD,Sugar supply,World,SGS,Kilogrammes per person per year,Total,35.81333333
1/1/1982,ARG,Vegetables supply,Argentina,VGS,Kilogrammes per person per year,Total,67.7
1/1/1982,ARG,Vegetables supply,Argentina,VGS,Kilogrammes per person per year,Male,67.7
1/1/1982,ARG,Vegetables supply,Argentina,VGS,Kilogrammes per person per year,Female,67.7
1/1/1982,AUS,Vegetables supply,Australia,VGS,Kilogrammes per person per year,Total,70.8
1/1/1982,AUS,Vegetables supply,Australia,VGS,Kilogrammes per person per year,Male,70.8
1/1/1982,AUS,Vegetables supply,Australia,VGS,Kilogrammes per person per year,Female,70.8
1/1/1982,CHN,Vegetables supply,China,VGS,Kilogrammes per person per year,Total,59.2
